"pNo","condition","congruency","wordShown","correctResp","trialnum","resp","acc","rt","include","mentaldemand","effort","frustration","bored","fatigue","acs","implicitWillpower","bigFiveCon","bsc","srsq"
16,"control","congruent","red","red",19,"red",1,739,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",20,"yellow",1,483,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",21,"blue",1,597,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","blue",22,"blue",1,680,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",23,"red",1,645,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","red",24,"red",1,989,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",25,"yellow",1,639,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",26,"blue",1,589,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","yellow",27,"yellow",1,750,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",28,"yellow",1,559,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","blue",29,"blue",1,526,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",30,"red",1,583,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",31,"yellow",1,405,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",32,"blue",1,651,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",33,"blue",1,593,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","red",34,"red",1,835,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",35,"red",1,465,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","yellow",36,"yellow",1,488,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",37,"red",1,783,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","yellow",38,"yellow",1,1179,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",39,"blue",1,643,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",40,"blue",1,488,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",41,"red",1,694,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","blue",42,"blue",1,1101,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","red",43,"red",1,1045,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",44,"yellow",1,583,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",45,"yellow",1,360,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",46,"yellow",1,321,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","red",47,"red",1,755,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","blue",48,"blue",1,593,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",49,"red",1,583,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","yellow",50,"yellow",1,623,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",51,"yellow",1,525,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",52,"blue",1,560,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",53,"blue",1,646,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",54,"red",1,538,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",55,"red",1,510,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",56,"yellow",1,527,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","red",57,"red",1,1149,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",58,"blue",1,700,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","yellow",59,"yellow",1,965,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",60,"blue",1,682,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",61,"yellow",1,501,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","blue",62,"blue",1,675,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",63,"red",1,724,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","blue",64,"yellow",0,434,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",65,"red",1,733,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","yellow",66,"blue",0,720,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",67,"yellow",1,608,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",68,"blue",1,668,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",69,"yellow",1,617,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","red",70,"red",1,771,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",71,"red",1,628,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",72,"blue",1,553,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",73,"yellow",1,516,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","yellow",74,"yellow",1,485,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",75,"red",1,662,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",76,"blue",1,487,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",77,"yellow",1,630,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",78,"blue",1,607,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",79,"red",1,576,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","blue",80,"blue",1,529,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","red",81,"red",1,650,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",82,"blue",1,557,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","blue",83,"blue",1,417,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",84,"red",1,550,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",85,"yellow",1,496,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",86,"blue",1,609,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","yellow",87,"yellow",1,1221,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",88,"yellow",1,588,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",89,"red",1,653,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","red",90,"red",1,538,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",91,"blue",1,670,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",92,"yellow",1,480,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","red",93,"blue",0,575,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","yellow",94,"yellow",1,851,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","blue",95,"blue",1,879,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",96,"yellow",1,702,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",97,"blue",1,669,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",98,"red",1,622,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",99,"red",1,463,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","blue",100,"blue",1,621,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",101,"blue",1,622,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","red",102,"yellow",0,830,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",103,"yellow",1,565,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",104,"yellow",1,471,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",105,"red",1,538,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",106,"red",1,535,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",107,"blue",1,543,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","yellow",108,"yellow",1,958,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",109,"red",1,773,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",110,"yellow",1,716,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",111,"red",1,510,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","red",112,"yellow",0,614,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","yellow",113,"blue",0,1017,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",114,"blue",1,840,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",115,"blue",1,447,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","blue",116,"blue",1,574,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",117,"yellow",1,625,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","yellow",118,"yellow",1,678,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","red",119,"red",1,756,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",120,"yellow",1,552,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",121,"red",1,720,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",122,"red",1,481,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",123,"blue",1,530,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",124,"blue",1,496,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",125,"yellow",1,456,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","blue",126,"blue",1,1026,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",127,"yellow",1,554,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",128,"red",1,541,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",129,"yellow",1,1005,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",130,"blue",1,714,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",131,"blue",1,390,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","yellow",132,"yellow",1,1058,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",133,"red",1,687,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","blue",134,"blue",1,678,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","red",135,"red",1,1374,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",136,"red",1,834,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",137,"blue",1,511,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","red",138,"yellow",0,620,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",139,"blue",1,655,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","blue",140,"blue",1,877,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",141,"yellow",1,652,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",142,"red",1,620,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","yellow",143,"yellow",1,757,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",144,"yellow",1,503,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",145,"red",1,457,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",146,"blue",1,146,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","yellow",147,"yellow",1,486,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",148,"yellow",1,424,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",149,"red",1,522,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","blue",150,"blue",1,478,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",151,"blue",1,415,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","red",152,"red",1,625,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",153,"yellow",1,440,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",154,"red",1,591,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",155,"blue",1,504,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","blue",156,"blue",1,635,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",157,"blue",1,1030,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",158,"red",1,1046,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","red",159,"yellow",0,860,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","yellow",160,"red",0,7963,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",161,"yellow",1,839,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",162,"yellow",1,537,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","yellow",163,"red",0,605,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","blue",164,"blue",1,713,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",165,"yellow",1,724,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",166,"red",1,540,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",167,"yellow",1,618,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",168,"red",1,687,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","yellow","red",169,"red",1,900,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",170,"blue",1,571,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",171,"blue",1,408,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",172,"yellow",1,558,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",173,"red",1,471,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","yellow",174,"yellow",1,795,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","yellow","yellow",175,"yellow",1,581,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","blue","red",176,"blue",0,693,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",177,"blue",1,577,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","red","red",178,"red",1,636,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","incongruent","red","blue",179,"blue",1,698,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"control","congruent","blue","blue",180,"blue",1,391,1,1.3,1.2,1.1,3.9,1.1,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"test","incongruent","red","yellow",1,"yellow",1,1334,1,2,1.6,7,7,NA,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"test","incongruent","red","blue",2,"blue",1,994,1,2,1.6,7,7,NA,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"test","congruent","yellow","yellow",3,"yellow",1,743,1,2,1.6,7,7,NA,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"test","congruent","red","red",4,"red",1,465,1,2,1.6,7,7,NA,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"test","congruent","blue","blue",5,"blue",1,931,1,2,1.6,7,7,NA,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"test","congruent","blue","blue",6,"blue",1,496,1,2,1.6,7,7,NA,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"test","congruent","red","red",7,"red",1,913,1,2,1.6,7,7,NA,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"test","congruent","yellow","yellow",8,"yellow",1,567,1,2,1.6,7,7,NA,0.25,2,2.11111111111111,1.46153846153846,2.4
16,"test","incongruent","yellow","red",9,"yellow",0,589,1,2,1.6,7,7,NA,0.25,2,2.11111111111111,1.46153846153846,2.4
