"pNo","condition","congruency","wordShown","correctResp","trialnum","resp","acc","rt","include","mentaldemand","effort","frustration","bored","fatigue","acs","implicitWillpower","bigFiveCon","bsc","srsq"
5,"control","incongruent","blue","red",162,"red",1,1090,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","blue","blue",163,"blue",1,547,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","yellow","yellow",164,"yellow",1,464,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","blue","blue",165,"blue",1,883,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","red","red",166,"red",1,977,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","incongruent","yellow","blue",167,"blue",1,1013,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","incongruent","blue","red",168,"red",1,995,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","red","red",169,"red",1,1211,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","incongruent","red","yellow",170,"yellow",1,834,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","yellow","yellow",171,"yellow",1,809,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","blue","blue",172,"blue",1,921,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","blue","blue",173,"blue",1,733,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","red","red",174,"red",1,636,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","incongruent","blue","yellow",175,"yellow",1,807,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","yellow","yellow",176,"yellow",1,1904,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","yellow","yellow",177,"yellow",1,612,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","incongruent","red","blue",178,"blue",1,871,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","congruent","red","red",179,"red",1,693,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"control","incongruent","yellow","red",180,"red",1,723,1,3.4,2.9,1.9,2.6,3.1,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",1,"red",0,1250,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","red",2,"red",1,757,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",3,"red",1,576,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",4,"yellow",1,767,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",5,"blue",1,687,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","yellow",6,"yellow",1,913,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",7,"red",1,896,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","blue",8,"blue",1,776,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",9,"yellow",1,605,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","red",10,"red",1,1195,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",11,"blue",1,491,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",12,"red",1,880,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",13,"red",1,1023,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","yellow",14,"yellow",1,1370,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",15,"yellow",1,604,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",16,"yellow",1,665,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","blue",17,"blue",1,1055,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",18,"blue",1,4823,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",19,"red",1,935,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","red",20,"red",1,1678,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",21,"yellow",1,1743,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","blue",22,"yellow",0,1156,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",23,"yellow",1,1131,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",24,"blue",1,1036,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",25,"blue",1,631,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","yellow",26,"yellow",1,1639,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",27,"red",1,1871,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","blue",28,"blue",1,1077,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",29,"yellow",1,860,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",30,"red",1,636,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",31,"red",1,837,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",32,"yellow",1,948,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",33,"blue",1,1927,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",34,"blue",1,680,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","yellow",35,"yellow",1,1121,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","red",36,"red",1,999,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",37,"red",1,972,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",38,"red",1,533,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",39,"yellow",1,854,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",40,"yellow",1,561,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",41,"blue",1,1820,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","blue",42,"blue",1,2313,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","red",43,"red",1,1053,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",44,"blue",1,655,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","yellow",45,"yellow",1,2558,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","yellow",46,"yellow",1,577,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",47,"yellow",1,622,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","blue",48,"blue",1,1676,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",49,"yellow",1,833,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",50,"red",1,1042,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",51,"blue",1,850,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","red",52,"yellow",0,953,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",53,"red",1,821,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",54,"blue",1,4009,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",55,"yellow",1,665,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",56,"blue",1,986,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","blue",57,"blue",1,909,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",58,"yellow",1,591,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",59,"red",1,899,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","red",60,"red",1,2006,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","yellow",61,"blue",0,754,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",62,"red",1,1263,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",63,"blue",1,779,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","yellow",64,"red",0,797,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","red",65,"blue",0,1444,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",66,"red",1,1498,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",67,"yellow",1,1055,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",68,"red",1,929,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","blue",69,"blue",1,981,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",70,"blue",1,859,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",71,"blue",1,727,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",72,"yellow",1,740,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",73,"blue",1,1035,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","blue",74,"blue",1,655,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","red",75,"red",1,862,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",76,"red",1,1213,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","yellow",77,"yellow",1,934,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",78,"yellow",1,905,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",79,"red",1,1658,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",80,"yellow",0,1411,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",81,"yellow",1,1037,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",82,"blue",1,723,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",83,"yellow",1,719,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",84,"yellow",1,631,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",85,"blue",1,819,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","blue",86,"blue",1,867,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","yellow",87,"yellow",1,2472,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","red",88,"red",1,1344,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",89,"red",1,734,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",90,"red",1,598,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",91,"red",1,595,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","yellow",92,"yellow",1,1427,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",93,"blue",1,1953,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","red",94,"red",1,1636,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","blue",95,"blue",1,1312,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",96,"yellow",1,1941,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",97,"yellow",1,659,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",98,"red",1,1078,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",99,"blue",1,932,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",100,"blue",1,682,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","red",101,"red",1,1371,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","yellow",102,"yellow",1,1079,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","blue",103,"blue",1,1178,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",104,"red",1,750,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",105,"yellow",1,1446,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",106,"red",1,1210,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",107,"blue",1,956,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",108,"yellow",1,958,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","yellow",109,"yellow",1,997,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",110,"blue",1,691,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",111,"blue",1,663,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","red",112,"blue",0,376,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",113,"red",0,347,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",114,"red",0,220,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",115,"yellow",0,304,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","blue",116,"yellow",0,412,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",117,"red",1,264,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",118,"yellow",0,325,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",119,"yellow",1,403,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",120,"red",0,351,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","red",121,"blue",0,553,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",122,"blue",1,432,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",123,"yellow",1,645,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","blue",124,"yellow",0,444,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",125,"blue",0,1140,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","yellow",126,"yellow",1,904,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",127,"yellow",1,81,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",128,"blue",1,505,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",129,"yellow",1,6336,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",130,"yellow",0,1086,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",131,"blue",0,382,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",132,"yellow",0,314,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","yellow",133,"yellow",1,92,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","red",134,"blue",0,189,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","blue",135,"yellow",0,209,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",136,"blue",0,336,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",137,"blue",1,306,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","blue",138,"yellow",0,395,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",139,"yellow",0,167,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","red",140,"yellow",0,536,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",141,"blue",1,2120,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",142,"red",1,632,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","yellow",143,"yellow",1,1546,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",144,"yellow",1,614,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","red",145,"red",1,770,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",146,"red",1,732,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",147,"blue",1,789,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","blue",148,"blue",1,938,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",149,"red",1,1396,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",150,"blue",0,633,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",151,"yellow",1,351,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","yellow",152,"yellow",1,1266,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",153,"blue",1,725,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",154,"blue",1,1106,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",155,"red",1,907,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","red",156,"red",1,642,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",157,"red",1,508,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","blue",158,"blue",1,1185,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","yellow",159,"blue",0,630,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",160,"blue",0,196,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",161,"yellow",1,180,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",162,"blue",1,612,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",163,"red",1,690,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",164,"yellow",1,199,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",165,"red",0,210,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",166,"yellow",1,1953,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","red","yellow",167,"yellow",1,1516,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","blue",168,"yellow",0,3837,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",169,"red",1,776,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","yellow","red",170,"red",1,1004,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",171,"blue",1,763,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","red",172,"blue",0,764,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",173,"red",0,59,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","incongruent","blue","yellow",174,"blue",0,1311,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",175,"red",1,3085,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","red","red",176,"blue",0,13,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","yellow","yellow",177,"yellow",1,889,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
5,"test","congruent","blue","blue",178,"blue",1,734,1,7,6.4,7,7,7,0,2.16666666666667,2.77777777777778,2.23076923076923,2.9
